dQ_dV_01,dQ_dV_03,dQ_dV_05,dQ_dV_07,dQ_dV_09,dQ_dV_11,dQ_dV_13,dQ_dV_15
-6.4562190150030165,-5.750912047491083,-5.742074221621346,-5.743001677966192,-5.684516770685554,-5.582691880733542,-5.396878424244339,-4.799796439344341
-7.086276220507158,-6.274620251854224,-6.195262730483927,-6.143460618711279,-6.010408900731147,-5.834585238625454,-5.572114443429088,-4.792606239368179
-7.650718829180654,-6.8174107260797285,-6.65067316941672,-6.535485635220564,-6.316957272178587,-6.046486534218224,-5.6903556994024544,-4.701536454339221
-8.062755780644983,-7.305332209142243,-7.043894617622992,-6.872774685169289,-6.5545182862149725,-6.175375485704485,-5.71886899127563,-4.509364464354536
-8.256754695892683,-7.6667534588312405,-7.329196432491802,-7.098114488646549,-6.668737323573927,-6.184344613474372,-5.625610496736494,-4.209877828118582
-8.246533590390301,-7.84574869135995,-7.460569994890715,-7.15438406613281,-6.61692343578865,-6.040658671185355,-5.389223124226614,-3.8158278024318797
-8.042118933692077,-7.807699151311383,-7.37727049469672,-7.0070160319353425,-6.37588786780735,-5.720115601668783,-5.0079823155137975,-3.3593191009701244
-7.6101805266380875,-7.540462172819489,-7.065863873474426,-6.645939914336054,-5.940944002550015,-5.224795610500591,-4.505558085719754,-2.8791531494643468
-6.959530495626389,-7.051967633280145,-6.559746233763853,-6.086294265426738,-5.334215087694549,-4.599018019276154,-3.9247295405633786,-2.41337483883122
-6.152996746674238,-6.376660524384815,-5.880997272628314,-5.375192096899124,-4.617746817393307,-3.913707408561985,-3.3123628331331867,-1.9917969431966873
-5.252670359632413,-5.569318577741652,-5.073094058112694,-4.586183203026806,-3.872245136031851,-3.239301219202901,-2.7170522874447585,-1.6246267568519381
-4.332237938855932,-4.698871312988575,-4.2334455629596945,-3.801943850624919,-3.1678235286905667,-2.6328540698396794,-2.1840998521964443,-1.3065664417814054
-3.5001645242709207,-3.8492551447900385,-3.451057084972944,-3.093512443359816,-2.5554900144449477,-2.129530793098995,-1.7388367560097742,-1.0300650037953583
-2.829849439504053,-3.1021076395635006,-2.776852616889365,-2.5001266182043875,-2.06149014082528,-1.7293311041927857,-1.385918641811517,-0.7894461482635815
-2.325112182829199,-2.4998592570726346,-2.2383800679301995,-2.0275294433803888,-1.6775274510562799,-1.4055777920148553,-1.118248413769781,-0.5826871225895095
-1.9610004019508134,-2.0606734612609245,-1.8543268860605124,-1.6818982530332274,-1.392781465123085,-1.1501308855603303,-0.9300824362625517,-0.41855775768576897
-1.4244590208772685,-1.4764393336267472,-1.3385816086369333,-1.2133010997194646,-1.0022178767517396,-0.8149702888116482,-0.67235664713743,-0.26742353055702817
-0.9840533813085555,-1.0121635399972608,-0.9237698907009406,-0.8285746200678935,-0.6771392067614909,-0.5408989169326351,-0.46535457091618554,-0.1576411085631034
