Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07
-4.558078535538586,-4.436130105494057,-4.3613896205487155,-4.290704945222753
-4.550965705983892,-4.429103044226606,-4.3542915267039985,-4.2835011324431225
-4.543717767392895,-4.4219444296850945,-4.347063486240167,-4.276151060818281
-4.5363341672089845,-4.414653591899001,-4.3397050994668,-4.268652917681277
-4.5288143528755445,-4.407229860897806,-4.332215966693479,-4.261004890365159
-4.521157771835968,-4.399672566710988,-4.324595688229786,-4.253205166202975
-4.51336387153364,-4.391981039368029,-4.316843864385301,-4.245251920245424
-4.505432099411951,-4.384154608898409,-4.30896009546961,-4.237141020140847
-4.497361902914291,-4.376192605331607,-4.300943981692405,-4.228863323905979
-4.489152613015541,-4.3680943508583905,-4.292791533537023,-4.220409032678003
-4.4807920431726425,-4.359852727767321,-4.284485686126145,-4.211768347594099
-4.472246904534647,-4.3514425308497255,-4.276006398409962,-4.202931469791447
-4.463481651599401,-4.342835402899,-4.267333629338667,-4.193888600407231
-4.4544607388647375,-4.334002986708544,-4.258447337862455,-4.184629940578628
-4.445148620828499,-4.324916925071752,-4.249327482931518,-4.17514569144282
-4.435509751988527,-4.315548860782018,-4.23995402349605,-4.165426054136988
-4.4255085868426605,-4.305870436632745,-4.230306918506244,-4.155461326330186
-4.415109579888738,-4.295853295417325,-4.220366126912294,-4.145242307351385
-4.404279587657835,-4.285469161408866,-4.210114313599974,-4.134759958982282
-4.393028269062898,-4.274706459823741,-4.199549390977113,-4.124005243087698
-4.38140213670998,-4.263590600465929,-4.188674607376918,-4.112969121532457
-4.3694489071433145,-4.25215195468149,-4.177493216792113,-4.101642556181381
-4.357216296907136,-4.240420893816496,-4.166008473215425,-4.090016390813234
-4.34475202254568,-4.228427789217011,-4.154223630639576,-4.078079556538501
-4.332095830944516,-4.216202858412507,-4.142140813779233,-4.0658194337951965
-4.31921956888124,-4.2037576682844975,-4.129752526096061,-4.053223358334973
-4.306060733393652,-4.191067542472594,-4.117046403790886,-4.040278665909481
-4.292561979256173,-4.178103637579647,-4.104010045354875,-4.0269726922703715
-4.278735359060312,-4.164837110208501,-4.090631049279194,-4.0132927731693
-4.264640907854427,-4.151239116962009,-4.076897014055012,-3.9992262443579136
-4.250331245796022,-4.137280814443018,-4.062795538173493,-3.9847604415878664
-4.235765190405384,-4.122933359254376,-4.048314220125804,-3.9698827006108077
-4.2208426727935775,-4.108167907998934,-4.033440658403115,-3.9545797720251232
-4.2054627133911096,-4.09295561727954,-4.018162451496588,-3.938815258131098
-4.189524377375329,-4.077266940418866,-4.002456885517032,-3.9225224570226778
-4.172941612100261,-4.0610443129001,-3.986225319776488,-3.905632617827408
-4.1556647187805495,-4.044193376982645,-3.9693351953940423,-3.8880769896728373
-4.137649445924,-4.026617275621655,-3.951653795891846,-3.8697868216865055
-4.118851542038419,-4.008219151772282,-3.9330484068057086,-3.850693362995959
-4.099226755631615,-3.988902148389683,-3.9134247261602,-3.830727862728745
-4.078730835211394,-3.9685694084290066,-3.8928252132267738,-3.809821569490577
-4.057319529285562,-3.9471240748454095,-3.8713227504841203,-3.787903230556512
-4.034948760274414,-3.9244759515691165,-3.84898544930336,-3.7648933053158973
-4.011584366892652,-3.900807846868515,-3.8258393073021666,-3.740710575325344
-3.987207267187902,-3.8765928533771534,-3.801888386441222,-3.7153231507857187
-3.9617996429383666,-3.851489892195851,-3.77676658429181,-3.688846034608281
-3.935330475481126,-3.82485157591101,-3.749045257245922,-3.661418135953106
-3.9077112149709157,-3.796828151179258,-3.7215883563626173,-3.633098495556256
-3.8788404198225916,-3.7677342160385328,-3.692375570561233,-3.6038642010122057
-3.8486929275657027,-3.7377030853906468,-3.6620634689929603,-3.5736886092425806
-3.8173274540005977,-3.706715071828468,-3.6316365105941575,-3.5425450771690024
-3.784834243199255,-3.6747456899188196,-3.6001605837350716,-3.510428401639416
-3.751486945003706,-3.6417704542285287,-3.5668366029520056,-3.4774567414620137
-3.7175437108595846,-3.607800942194562,-3.533193954427365,-3.4437898039175403
-3.682539485007975,-3.5731355748643243,-3.499049169235838,-3.4095691401876325
-3.646708917917574,-3.5380957196202676,-3.4640613790533186,-3.374903215373856
-3.609934138726417,-3.50216482638847,-3.4279272876582074,-3.3397166699441065
-3.5720083371694447,-3.4647406334845003,-3.391519247224045,-3.3038415215600097
-3.533318388235859,-3.4266447025315916,-3.3549994740172506,-3.266861691466578
-3.4928960870521935,-3.387821890003443,-3.3167056425731323,-3.2284187109903013
-3.4534648838034787,-3.348588598162013,-3.2783083138523574,-3.1916482615036723
-3.4133393653679454,-3.309921622900383,-3.2404355151231004,-3.152709264544288
-3.3722216927984037,-3.2702460527004455,-3.2018418939968782,-3.1144711319272855
-3.330809115786295,-3.2296553434233815,-3.162730157128595,-3.0763303067165615
-3.2897484324440756,-3.1903338760850657,-3.124019877513468,-3.037710899298498
-3.2476341826932122,-3.1491154173057447,-3.084580159793963,-2.999105748838581
-3.205550620035464,-3.1093386353657557,-3.044952070904749,-2.9604186344463925
-3.1634119720669855,-3.068521283268956,-3.005430568497123,-2.9216754238926796
-3.120702005735406,-3.0280459576356935,-2.965834465549886,-2.883555321845442
-3.0784910905641896,-2.9876599627354627,-2.9265632337144454,-2.845119488787654
-3.0366367074493907,-2.9474838856751377,-2.8877873054819014,-2.806524499176297
-2.994903577492776,-2.907599607847748,-2.849134429113181,-2.7690670165256686
-2.9534430420587494,-2.867958493584036,-2.8102337698785083,-2.7316995113795133
-2.9121078647495513,-2.828727367879706,-2.7720866373801805,-2.694252029468938
-2.8715319212176493,-2.790788361000547,-2.73515685180514,-2.6574986179870614
-2.8315319318958103,-2.7531106255702635,-2.698174200628913,-2.6216584772989706
-2.7926271106939122,-2.715183679154963,-2.66111194366173,-2.586544892982596
-2.7539854400254424,-2.678260780664069,-2.6247506631546202,-2.551963594794568
-2.7148542605798243,-2.642609313167065,-2.589463356733818,-2.5177404838482054
-2.6779010871287667,-2.607227228447345,-2.555162509880765,-2.4838502773526767
-2.6417111344825255,-2.5719671957401258,-2.520585844097768,-2.450334289621376
-2.605827710410282,-2.537469982172709,-2.486484827259138,-2.417234146910145
-2.5701318902484145,-2.5039228563317786,-2.4533992915919614,-2.38456727804559
-2.535023465567199,-2.470529066289786,-2.4204156422140732,-2.3521387577750508
-2.501705893123385,-2.436858513177499,-2.3872713692201666,-2.319669652555465
-2.466667996564371,-2.4035619796816983,-2.3544350348754164,-2.2872083445225355
-2.4335599086885877,-2.371041586441888,-2.322032008138639,-2.255013077507017
-2.4004114098498044,-2.3387583785295267,-2.2897349209009827,-2.2230996104599883
-2.367083766622047,-2.3061968548192637,-2.2573592137903593,-2.191276958950209
-2.333707998448784,-2.273358999766204,-2.2249883899511147,-2.1593477568161052
-2.300509492335007,-2.2403461117453856,-2.192687498299176,-2.127114637896105
-2.267328184911641,-2.207182867946927,-2.16022869450713,-2.094412920358825
-2.2335358564767365,-2.173829561651377,-2.1272805409100477,-2.061264985615303
-2.199233011164878,-2.1402481515114795,-2.0937152067999967,-2.027759651859014
-2.1649212868129637,-2.106403886357233,-2.0595200561589526,-1.9939858165958242
-2.1298771832475523,-2.072220532690504,-2.024683752560895,-1.9599921798040858
-2.0946929529944187,-2.0375009055218865,-1.9894948097354506,-1.9255333757747748
-2.059684632054098,-2.0020912635248593,-1.9545942695996474,-1.890245975600104
-2.023296944893177,-1.966015118553055,-1.9181054589028026,-1.8541963972479119
-1.986289679323015,-1.9293289901661461,-1.8823886503062524,-1.8179551856316216
-1.9484115229355534,-1.8921114286813396,-1.845582987875169,-1.7816869439880687
-1.9109768263897102,-1.8543965787194494,-1.8067867106680318,-1.7449942355877688
-1.8720352111916372,-1.8160057737698194,-1.7691223225644765,-1.7060322402048427
-1.8321670464778523,-1.7767075021770546,-1.7298679446680274,-1.6686064044419973
-1.7932192661275166,-1.7363284995389916,-1.6891586561965939,-1.6293740110912156
-1.7515883376201455,-1.6960152844394971,-1.6485532066552224,-1.5896553382325622
-1.710520324440998,-1.6547583221746494,-1.607661771896132,-1.54979004383644
-1.6687391340795825,-1.61310179734474,-1.565298995646047,-1.5087718371296044
-1.625169516279082,-1.570051161917745,-1.5236790187641924,-1.4683934875869333
-1.5830949373011418,-1.5274139285682744,-1.4807698660117667,-1.427393709500992
-1.5402507726535528,-1.4855826753226524,-1.4377196914894463,-1.3876018364260407
-1.4957413144739942,-1.4417597349573035,-1.3950546560751145,-1.345052834044817
-1.4544511089757468,-1.4008811152575504,-1.3528092896952588,-1.3056346529429796
-1.4131528021182163,-1.3592886304780138,-1.3116303457590335,-1.266647027727002
-1.3734076792278105,-1.3201488911264592,-1.271858028504618,-1.2289126765051364
-1.3347018813285418,-1.2806453474917117,-1.2332156345612626,-1.1922603727209438
-1.2977175388095492,-1.2436931006834513,-1.1953980194972098,-1.1564343983775007
-1.262324710399092,-1.207671820659874,-1.1586691413694534,-1.1212877954580018
-1.228324126514525,-1.1726718248637489,-1.1233964155834992,-1.0880049222040735
-1.1955165157986614,-1.1390373402767873,-1.0894316976459262,-1.0565705785276576
-1.1636982089924368,-1.1065520635640533,-1.0564786650246616,-1.025278133705466
-1.1326516677796665,-1.0745160629986028,-1.024240982790113,-0.994273257240454
-1.10215662670177,-1.0426460570439473,-0.9924258694692893,-0.9639023800180426
-1.0719928203001687,-1.0111200561496034,-0.9608347618984086,-0.934045350057181
-1.041939694322781,-0.9799123194298032,-0.9293689412533912,-0.9044571316289592
-1.0117076313148252,-0.9486160154006911,-0.8978076484569979,-0.8748926876279624
-0.9808488846048117,-0.9167989848339297,-0.8657245645206324,-0.8451056705104232
-0.9488955799984944,-0.8841430730918582,-0.8326759775520485,-0.8148037093277976
-0.9154179625791011,-0.8503250231734661,-0.7982214579429282,-0.7836373471362793
-0.8799860837389288,-0.8140819300615542,-0.761921073536518,-0.7512535718033282
-0.8413750632852977,-0.7757828151043622,-0.7233348921760663,-0.7172993711964062
-0.7978219623740136,-0.7346686602715596,-0.6822332272385169,-0.6814140993559671
-0.7482668836620382,-0.6896966779118997,-0.6377449546839415,-0.6431663495166429
-0.692978791294639,-0.638823424623972,-0.589046433487757,-0.602086365426044
-0.6323176779410848,-0.5847692767542236,-0.5368643150268797,-0.5577337874997276
-0.5676100668559763,-0.5272755216051607,-0.48205226562454867,-0.5112659553795276
-0.5023863495197063,-0.46874219214049295,-0.4249993963848097,-0.46190379612722815
-0.43488493948213275,-0.40921298747457713,-0.3698013592850667,-0.41121412847302824
-0.36975971051747203,-0.35183230122711856,-0.3152897961754452,-0.3606321104146183
-0.3082148604881809,-0.2956078614936484,-0.26391991962236794,-0.3105909602738889
-0.25022582041882874,-0.24427036194941906,-0.21601918004468884,-0.26230086863044666
-0.2008740370193051,-0.1981747403530089,-0.17464786884152708,-0.21642917547667173
-0.1634209322637375,-0.16047168692461175,-0.14102427109254312,-0.17474489643676924
-0.13318054388157516,-0.1303865171488111,-0.11447043051922888,-0.13922960772183232
-0.1094776428824685,-0.10657204910748558,-0.09345829384392455,-0.11066950997181445
-0.09067967808840999,-0.08749296017487206,-0.07638046173368772,-0.08782683790233631
-0.0751335561701219,-0.07166926275509086,-0.06210298278179383,-0.06932598437688721
-0.0618323002260416,-0.05831786878689217,-0.05020697613084481,-0.054288094313114446
-0.050492831249525486,-0.04711447096627479,-0.04033292929654222,-0.04213990836616242
