Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15
-0.7404020807133486,-0.7358495353957947,-0.71976538956714,-0.7156624353233884,-0.6874471219518481,-0.655118680169737,-0.6360950487257895,-0.5723654677663756
-0.6863100608482278,-0.6868019478290088,-0.6721746489403562,-0.668470580353555,-0.6408583784127433,-0.609393690455589,-0.5893474909758244,-0.52857453273838
-0.6280305908448082,-0.6299868701707054,-0.6170809932584574,-0.6151531285814357,-0.5889584073941085,-0.5588792880525874,-0.5414198236001156,-0.48190071357858993
-0.567320927786929,-0.5752242350232968,-0.5637912203622287,-0.5609394630256068,-0.5368563025766142,-0.5075829383082707,-0.48993173407437,-0.43437914999935257
-0.5064476343972255,-0.511570813266268,-0.5011031664548685,-0.4952300270784231,-0.47703071973674926,-0.4500422789162377,-0.4347595364561881,-0.38297519769497557
-0.4436852406869042,-0.4533216144073013,-0.4447179616425763,-0.4413778324268549,-0.42176130219826463,-0.39710990576691635,-0.38273212322950734,-0.33460646486851536
-0.38306770079568897,-0.3971289119423086,-0.3870803310558551,-0.38495790764838755,-0.36547711507329256,-0.343714347892438,-0.33013317594741376,-0.28675001280690876
-0.32496672809754373,-0.3386817391997736,-0.33117002379831906,-0.32795785728658106,-0.31053904044800346,-0.29122651587460374,-0.2798116008354675,-0.24101886366249253
-0.26973017678620353,-0.28483866573949085,-0.278356354072566,-0.27435195101036913,-0.26001819713169855,-0.24202350628237151,-0.2320617712163419,-0.19856441716257942
-0.22054830790631966,-0.23593386809990236,-0.22928132540528628,-0.22496940826445488,-0.21273570602102995,-0.19844849167612763,-0.19000466112444925,-0.16122823380861376
-0.1800611168702579,-0.19242428330152747,-0.1866613807175628,-0.18230174565745796,-0.170380237449059,-0.1607955064513121,-0.15347882006805014,-0.1303398852911876
-0.14811643720165718,-0.15673561747621512,-0.15255553352298906,-0.14784528866183264,-0.14022898372089368,-0.13035399895787286,-0.12398415473189164,-0.10562615132867893
-0.12241755330939719,-0.12911337721337282,-0.1253931383695637,-0.12098271100452412,-0.11346805898603438,-0.10622727591007651,-0.10095025887537891,-0.08575463874354915
-0.101591889562535,-0.10668552989616559,-0.10341300036052885,-0.09905617520079434,-0.09286306303596914,-0.08686916588670938,-0.08254980827450159,-0.06944106218931076
-0.08446130715713686,-0.08827664591093168,-0.08537778853545959,-0.08100450365908825,-0.07557508465075093,-0.07079526546972296,-0.06717363387832873,-0.055971414199398065
-0.06993170753636334,-0.07276194392441382,-0.07013004401621091,-0.06589818384652502,-0.06196692707412044,-0.05725338256460005,-0.05422224247544266,-0.04491550594390071
-0.05749558681058907,-0.05949317054866441,-0.057122575183336945,-0.05327314707327928,-0.04920241474017316,-0.045924076842042943,-0.04338718235232375,-0.03584521658856868
