Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11
-4.4467453794907374,-4.328465170069557,-4.258146954032805,-4.199890397847047,-4.0401317950384,-3.782894661908464
-4.4367020397598855,-4.318282887651192,-4.248255141783934,-4.190081037056517,-4.029909996102658,-3.7723251926269628
-4.426335901017067,-4.307705038941267,-4.2380879369127324,-4.180042528576438,-4.019453923652699,-3.7614473028149322
-4.4156282647261484,-4.296699280325844,-4.227629580811883,-4.169765402873875,-4.008756251524124,-3.750249967122125
-4.404562104737595,-4.285274650270132,-4.2168769660043735,-4.159240190415897,-3.9978096535525305,-3.7387175094080396
-4.393146722514468,-4.273481737694003,-4.20583673202797,-4.14845742166957,-3.9866068035735154,-3.726828183108394
-4.3814123747781135,-4.261372951290824,-4.194515769618691,-4.13740762710196,-3.9751403754226793,-3.714559833043825
-4.369389898590623,-4.249000699753961,-4.182920969512549,-4.1260813371801355,-3.963401044888854,-3.701890304034967
-4.357110131014089,-4.236417391776785,-4.171059222445561,-4.114469082371163,-3.9513713890512046,-3.688797440902458
-4.344603909110601,-4.223668714308095,-4.158936834047491,-4.102561393142107,-3.939031933326841,-3.6752590884669294
-4.331896992172991,-4.21075206138637,-4.14655085455534,-4.090348799960037,-3.9263632031327003,-3.66125309154902
-4.318983807553502,-4.197643712338945,-4.133890944420403,-4.0778218332920195,-3.9133457238857177,-3.6467572949693645
-4.305846843728814,-4.184319857746471,-4.120946558046197,-4.0649710236051195,-3.8999600210028307,-3.631749543580065
-4.292468565693908,-4.170756688189598,-4.107707149836228,-4.051786901366405,-3.8861866199009767,-3.6162081010444163
-4.278831438443762,-4.156930394248977,-4.094162043815089,-4.038259997042944,-3.872006045997088,-3.6001126992944665
-4.264917926973352,-4.142817166505254,-4.0802863756044285,-4.0243808411018005,-3.8573988247081044,-3.5834433918412993
-4.250705894576386,-4.128393195539084,-4.066028539881486,-4.010139964010046,-3.8423454814509626,-3.566180232196002
-4.2361291986882765,-4.113634671931114,-4.051333969733952,-3.9955278962347403,-3.8268235845147647,-3.5483032738696583
-4.221097245541432,-4.098517786261994,-4.036148098249513,-3.980535168242956,-3.8107881848761025,-3.529792570373353
-4.205519179179723,-4.08300718443824,-4.020415641659586,-3.9651464373824945,-3.794183976075659,-3.5106281752181756
-4.189304269114653,-4.067016744495651,-4.004070757062197,-3.949272279275988,-3.776955596840219,-3.4907900826429312
-4.172377368524094,-4.050446393439848,-3.9870395577681155,-3.9327725648566014,-3.7590476858965762,-3.4702528098617877
-4.154693815091348,-4.033196057876762,-3.969247955005131,-3.9155061790663885,-3.740404881971518,-3.448981044833877
-4.136212479692394,-4.015165664412325,-3.9506218600010405,-3.8973320068474036,-3.7209718237918348,-3.426938451344174
-4.11689223320321,-3.9962551396524653,-3.9310871839836348,-3.8781246622081684,-3.7006931610253337,-3.40408869317765
-4.096691946499771,-3.9763644102031144,-3.910569838180706,-3.857865935452644,-3.6795230544023334,-3.380395434119278
-4.075570490458054,-3.9553934026702047,-3.8889957338200496,-3.836582320217225,-3.657442570715114,-3.3558323731702053
-4.053486735954037,-3.9332488227600155,-3.8662943354255552,-3.8142996371253557,-3.6344375012940286,-3.330465878661222
-4.030399553863696,-3.9099161255840817,-3.8424470067002714,-3.7910233752434928,-3.610493637469432,-3.3044123801418945
-4.006267815063007,-3.885431544967271,-3.8174744243663388,-3.7667378607354607,-3.5855967705716756,-3.277746072724522
-3.9810503904279506,-3.859832159818217,-3.791398240179191,-3.741426431869543,-3.559732834458348,-3.250400025447066
-3.9547061508345007,-3.8331550490455464,-3.7642401058942534,-3.7150724269140145,-3.5329026618111015,-3.222284216099182
-3.927193967158636,-3.805437291557898,-3.7360217035672076,-3.6876591885557732,-3.5051348374977485,-3.1934211453761616
-3.8984727102763324,-3.776714281412209,-3.7067674653159397,-3.6591815023883028,-3.476460975738894,-3.163933032069746
-3.868510886157554,-3.747006967842507,-3.676506731148568,-3.6296703731342976,-3.4469126907551457,-3.1339134033362392
-3.8373390671630054,-3.716328954615422,-3.6452693488691557,-3.5991639544939478,-3.416521596767107,-3.1033856489811384
-3.8050124300345725,-3.684693787486092,-3.613085166281771,-3.567700400167457,-3.3853193079953905,-3.0723728283705034
-3.7715862132143525,-3.652115012209648,-3.579984031190475,-3.535317863855015,-3.353337438660599,-3.0409103428194637
-3.737115604503551,-3.618606174541223,-3.5459957913993314,-3.502054499256818,-3.3206076029833405,-3.00903449146176
-3.701642938070015,-3.584180820235953,-3.511150294712407,-3.467948460073064,-3.2871614718847284,-2.9767815731233167
-3.6651807527242437,-3.54885249504897,-3.475477388933764,-3.4330379000039475,-3.2530387393295888,-2.944186265379154
-3.627737376738643,-3.5126347447404576,-3.4390084549213715,-3.3973609977258357,-3.218295349139592,-2.9112778409534976
-3.5893212700212334,-3.4755532969196086,-3.4018079639475514,-3.360964036418157,-3.1829892088631606,-2.8780767749583203
-3.550015814902038,-3.4376815205905613,-3.3639723153286356,-3.3239130069461655,-3.1471782260487253,-2.8445728387141433
-3.510104396220457,-3.39910442963022,-3.325599208867594,-3.2862768383498917,-3.110920308244707,-2.810780182187402
-3.469758315123344,-3.359907037915496,-3.2867849448170903,-3.248124459669376,-3.074273362999536,-2.7767581403851853
-3.428658214653288,-3.320174359323295,-3.2475995540640286,-3.209524799944655,-3.037295297861637,-2.742569398608667
-3.3867089019278604,-3.2799914077305226,-3.2080897186948825,-3.170546788215761,-3.0000440313232217,-2.7082763164528036
-3.344273892259844,-3.2394431970140873,-3.1683013079035005,-3.1312593535227315,-2.9625789955936517,-2.6739245340078552
-3.3015691714317437,-3.198614664384418,-3.128282491714653,-3.09173168554149,-2.924962670630562,-2.639535280767272
-3.2585982341560897,-3.1575867603526135,-3.088100886888524,-3.0520361058773138,-2.8872579021002256,-2.6051278529048414
-3.215406107058751,-3.116434585038753,-3.047833882943691,-3.0122470062658175,-2.849527535668903,-2.5707392435995158
-3.1720605288508703,-3.075232771883504,-3.007558943264088,-2.9724388152399315,-2.8118344170028644,-2.536529930483751
-3.128629801116597,-3.034055954327526,-2.967353531233646,-2.932685961332579,-2.774241391768375,-2.5026761659627748
-3.08520586042645,-2.9929787658114795,-2.927295110236294,-2.893062873076686,-2.7368113056317003,-2.4691140215904115
-3.041914311900018,-2.9520758397760236,-2.887461143655965,-2.8536439790051777,-2.6996034347785076,-2.435706890428723
-2.9988833360012612,-2.9114216952067653,-2.8479276396603637,-2.814503216281929,-2.6626622640446587,-2.4024930757235485
-2.956232034006971,-2.871086088235014,-2.8087513426414223,-2.775698340160928,-2.6260284474895297,-2.3695892754449392
-2.9140308040074054,-2.831132400196605,-2.7699753552078876,-2.737267633691334,-2.5897426391664573,-2.337112539553233
-2.8723337827447715,-2.7916235669719165,-2.731642491294431,-2.6992482234188553,-2.553845493128789,-2.305145818972139
-2.8311952420200073,-2.7526225244413207,-2.6937955648357117,-2.6616772358891962,-2.51837766342986,-2.273665514173431
-2.7906778845886633,-2.7141922084851906,-2.6564773897663967,-2.62459179764806,-2.483379804123013,-2.2426181930347533
-2.7508572812960153,-2.676395554983896,-2.619730780021148,-2.5880290352411484,-2.4488911833580644,-2.2119087547095235
-2.7118100868824477,-2.6392954998178153,-2.5835985397813204,-2.5520260752141697,-2.414907055772619,-2.1814348910660484
-2.6736080846810952,-2.6029470435910347,-2.548098857326074,-2.5166118102606845,-2.3813706306751894,-2.1511376005169094
-2.636241773725007,-2.567315439094427,-2.5131721740551205,-2.481760894218983,-2.3482221109461996,-2.120981078256573
-2.599634488725273,-2.5323092026070024,-2.4787436194906323,-2.44742603765244,-2.3154016994660704,-2.0909297396713002
-2.5637075492516272,-2.497835955801455,-2.4447383231547866,-2.413559889305955,-2.2828495991152202,-2.060947229316536
-2.528381831925653,-2.463803320350479,-2.411081414569759,-2.380107466998527,-2.250506012774073,-2.0309888942372454
-2.4935681788282844,-2.430118917926769,-2.3776980232577247,-2.3469709644971273,-2.218311143323046,-2.001005027293197
-2.459167481916519,-2.396690370203022,-2.3445132787408633,-2.3140376470693926,-2.1862051940736547,-1.9709458495785968
-2.425080207082924,-2.36342529885193,-2.311452310541347,-2.281194764647066,-2.1541284975776023,-1.9407615578664952
-2.3912068031940628,-2.33023152175484,-2.2784402888714874,-2.248334119940329,-2.1220216960087304,-1.9103933201586027
-2.3574401117368415,-2.297027158022286,-2.245402840610712,-2.215383686713494,-2.089825476942825,-1.879759809343612
-2.323653416036676,-2.2637455006639957,-2.212265879677577,-2.182288693507276,-2.0574805279556747,-1.8487762533848566
-2.289721126027795,-2.230321059493917,-2.1789553244451145,-2.1489944752731294,-2.0249275366230672,-1.8173583194174598
-2.255558329076059,-2.196688344325995,-2.1453970932863555,-2.1154463669625114,-1.992107190520789,-1.7855558888207332
-2.2211037067547363,-2.1627818649741792,-2.111517104574334,-2.0815897035268796,-1.9589601772246297,-1.75374152283002
-2.1863041874175013,-2.1285361312524196,-2.077241276682085,-2.047369819917695,-1.9254271843103803,-1.7218630655045373
-2.151110979455567,-2.093885652974662,-2.0424955279826404,-2.0127320510864117,-1.8914491842287224,-1.6886836833207268
-2.1154753317412913,-2.058764939954853,-2.007205776849032,-1.9776217445007873,-1.8569766044180556,-1.6554912354827058
-2.079348765611244,-2.023109062517405,-1.9713059205186332,-1.9419852659302619,-1.8219712921651803,-1.6218773362612815
-2.0426895679081176,-1.9868646152958598,-1.9347837709438578,-1.905770736102295,-1.7863957770007175,-1.5872020683957975
-2.0054630802900966,-1.9499890051500899,-1.8976494597430225,-1.8689264494181579,-1.750212588455295,-1.5522385386173156
-1.9676349747732471,-1.9124400568522169,-1.8599131898133323,-1.83140070027911,-1.7133842560595332,-1.5171959696734305
-1.9291705597625142,-1.8741755951743722,-1.821575140497531,-1.7931417830864222,-1.6758733093440599,-1.4809220771867622
-1.8900246890551238,-1.83515344488868,-1.7825561043914349,-1.7540979922413584,-1.637642277839496,-1.4431459232588308
-1.8501404481159207,-1.795331430767267,-1.7427391047550915,-1.7142176221451833,-1.598666236849415,-1.4047534838392421
-1.8094602948991056,-1.7546673787316978,-1.7020087524011274,-1.6734583139337118,-1.5589890418682124,-1.3661874408644332
-1.7679385198931374,-1.713155039457148,-1.6603562879328309,-1.631873877172364,-1.5186779973830788,-1.3274540993103163
-1.725647872650642,-1.670918416985018,-1.6179368358525197,-1.589574708703938,-1.477800427768587,-1.288134375940882
-1.682722122037537,-1.62811102649313,-1.5749194567234188,-1.5466719310785009,-1.4364236573992994,-1.2481227029224147
-1.6392365087626128,-1.584886383159317,-1.5314732111087639,-1.5032766668461282,-1.3946150106497894,-1.2078409132639985
-1.595346399159126,-1.5413980021614044,-1.4877671595717836,-1.4595000385568886,-1.3524422175940913,-1.1676359221533115
-1.5514601486590027,-1.4977993986772202,-1.443970362675707,-1.4154531690994347,-1.3100455998002642,-1.1277518497375434
-1.50792623051043,-1.4542440919082475,-1.400257958299724,-1.3712977397853976,-1.2677213001839405,-1.0882729235493647
-1.4649460603866757,-1.4109292086412522,-1.3568736386214983,-1.3273863445486624,-1.2257856254307096,-1.0492505749609284
-1.42275615150137,-1.36820327272538,-1.3141043497437024,-1.284116631968296,-1.1845331686249534,-1.0107932366147678
-1.381629845718069,-1.3264476421009377,-1.2722374712135458,-1.2418738405366714,-1.1441702070801343,-0.9732764241001519
-1.3419227779606544,-1.286031502198921,-1.2315030580022888,-1.2008395678210413,-1.104880567699392,-0.9369338793880291
-1.3038896182485387,-1.2470735091761793,-1.192000504261275,-1.1610289289668116,-1.0668375840320332,-0.9016434467869452
-1.2674303567369454,-1.209457129085893,-1.1538110887212514,-1.122451968411538,-1.0300391653159113,-0.867592051903871
-1.2323868964546545,-1.1730567271455947,-1.116995324180225,-1.0850768393903625,-0.9943380950194747,-0.8344327719227452
-1.1986011404304528,-1.137743288986697,-1.0814204170348618,-1.0487771029745963,-0.9595827913428231,-0.8018673440770508
-1.1659045679618867,-1.103371627746454,-1.0468484514295886,-1.013413344733147,-0.9256216724860502,-0.7698206358541423
-1.1340828253929995,-1.0697917245718462,-1.0130404612859008,-0.9788461484809019,-0.8923031566492564,-0.7381692775869666
-1.1029089656734157,-1.0368535597480337,-0.9797574805252867,-0.9449140588158448,-0.8594756620325367,-0.7067347680454751
-1.0721560413933058,-1.0044025845515587,-0.9467605430692365,-0.9113785603844393,-0.826987606835988,-0.6753371992670562
-1.0415966342224576,-0.9721830144541517,-0.9138106828392414,-0.8779843054694483,-0.7946793412529417,-0.6437962914297374
-1.010915402788465,-0.9398394313810012,-0.8806689337567898,-0.8444759463536323,-0.7623005184688625,-0.6118989080968112
-0.9796063880308135,-0.9070122087259038,-0.8470950468128233,-0.8105705099510685,-0.7295437136911146,-0.5793738753390126
-0.9471386778916875,-0.8733417198826485,-0.8127682984502317,-0.7758729852743282,-0.6961006133206458,-0.5459881829361023
-0.9129813603132786,-0.8384381019071502,-0.7772411750936463,-0.7399599624283336,-0.6616629037584121,-0.5116188330896567
-0.8765774790791016,-0.8017711023884477,-0.7400550127939917,-0.7024080315152698,-0.625922271405364,-0.4761279055066352
-0.8369706148123097,-0.7627697535481378,-0.700751147602194,-0.6627937826373238,-0.5885704026624539,-0.43934808734301867
-0.7928917683199194,-0.7208630833035818,-0.65887091556918,-0.6206938058966825,-0.5492989839306336,-0.4011109957281234
-0.7430639464781144,-0.6754801195721403,-0.613955652745873,-0.5756846913955299,-0.5078610442504117,-0.36136350971591197
-0.6865691552352656,-0.6260498902711772,-0.5655474787504107,-0.5273971814108576,-0.4643617293220969,-0.3208544230720858
-0.6243452925384525,-0.5720106572107025,-0.5136142327774602,-0.4761965573650418,-0.4190315889153256,-0.28042824798716476
-0.5586704829719555,-0.5139361564117,-0.45925240551169955,-0.42297715685248205,-0.3721851455634201,-0.24041605049628803
-0.49158194752516693,-0.4544573158711903,-0.40374543151002373,-0.3687137663582225,-0.3248369725790738,-0.20207048436856528
-0.42522945245513044,-0.3953879824731143,-0.34850533861966904,-0.3150219849301549,-0.278349964936716,-0.16696632715813298
-0.3613011815955631,-0.3379334869468742,-0.29514805045066883,-0.2638655106952421,-0.23406628381976377,-0.13616422753856333
-0.30022980833882434,-0.2831884254158895,-0.24530332766687113,-0.2169788591971136,-0.19318881150528414,-0.11033499011141776
-0.24368642088765993,-0.2325541512605681,-0.2005707415050064,-0.17551248924658683,-0.15686883882133515,-0.0890750750681275
-0.19683690437500234,-0.18847891210034687,-0.16224996536393121,-0.14052667889617712,-0.12623884493117285,-0.07172264630883438
-0.16038033254965794,-0.1522657509592148,-0.1307684556952636,-0.11279351056172604,-0.1015216987116145,-0.057627597732928686
-0.13153788480268894,-0.12333417986162921,-0.10590973665772466,-0.09131102549662568,-0.08164135125256615,-0.04624361488332484
-0.10843803135136532,-0.10061492715077318,-0.08635609316117417,-0.07440276965128584,-0.06542274173448577,-0.03707855301067185
-0.08990499165061486,-0.08266476317438382,-0.07063585337035144,-0.060438975251164075,-0.05193040161807971,-0.029640737237834947
-0.07477486030156134,-0.06802272127731959,-0.05740021624165743,-0.04857507373175763,-0.040818955164825296,-0.02343849268768028
-0.06190726834408251,-0.05546086332333418,-0.04612933480119283,-0.038607193389072494,-0.0318322523534242,-0.017980144483073657
-0.05067255009785722,-0.0446323972664868,-0.03664604697732053,-0.030350180844065842,-0.024714143162576925,-0.012774017746880317
