Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15
-0.7312102674336738,-0.6989964527837015,-0.6375332184865716,-0.6073922789929714,-0.5495501973417624,-0.4910479187400646,-0.4414254872176288,-0.26159777167662335
-0.6740380356077604,-0.6496271941147467,-0.5893749884692099,-0.5595634401687314,-0.5028955187386381,-0.446270758292676,-0.39944999160622785,-0.22857436201101355
-0.6119104082651702,-0.5953377302139746,-0.537202100751747,-0.5082985315242367,-0.45391346436446434,-0.3997267008749376,-0.35603807169695684,-0.19618586404458216
-0.546936787167619,-0.5370986074001459,-0.482009022886478,-0.45461719729039857,-0.4031491054855132,-0.35194537980031365,-0.3120628800869469,-0.16523138414267696
-0.48103412815465063,-0.476652101701605,-0.42566119894954674,-0.39983288408700374,-0.3514213100875165,-0.30417201232451835,-0.26864195647638206,-0.13656319853996804
-0.4159826336632283,-0.41588996522727617,-0.3698962149157568,-0.34527026337740624,-0.3003428633265854,-0.2577546357399802,-0.22688966988155812,-0.11103358347112527
-0.3531861522080697,-0.35667186715354704,-0.31575766760412094,-0.29228228911692083,-0.2516620520198731,-0.21404628841391046,-0.18789280855444435,-0.08932167622394419
-0.293529592713851,-0.2999771190300174,-0.26410072632494036,-0.24226812063449868,-0.20688665381319515,-0.17440833859730137,-0.15272480137959032,-0.07123031789279055
-0.2392560610804314,-0.24661072775276777,-0.2165545316747337,-0.19723641332740882,-0.1672401373324191,-0.14020294320940946,-0.12245898954142995,-0.05628576811077387
-0.19366987995379356,-0.19938742250257319,-0.17551405749268895,-0.15903509981931388,-0.13392935922024227,-0.11249527001772411,-0.09781417844901312,-0.044035709979420044
-0.15814294425522546,-0.16090674307276223,-0.14172462288354282,-0.12799486471195395,-0.1075856824887225,-0.09056041712286549,-0.07811829752369935,-0.03416602392483851
-0.13028815243304978,-0.13033002017855005,-0.11487592837714437,-0.10365661072153198,-0.08700096904837581,-0.07300607856805624,-0.06235824340082972,-0.026417199087831477
-0.10783749636667432,-0.10619739198909108,-0.09383792704443794,-0.08457065729317768,-0.07060032512977285,-0.05850681484606557,-0.04952825202814868,-0.02052985899260113
-0.08962427579968,-0.08710242985851809,-0.07711736693002459,-0.06918644995625957,-0.056941845002834716,-0.04642363267680934,-0.03893972305562662,-0.016244627163349436
-0.07461573059894161,-0.0716456475551462,-0.06323350567890386,-0.056148263043407136,-0.045460679481555674,-0.036515522118270353,-0.03033549710418498,-0.01330212712427891
-0.06180150633048368,-0.05852331313640174,-0.05126388926375079,-0.04501955017427071,-0.035947184144102674,-0.028546352870166127,-0.023489290120111035,-0.011442982399591756
-0.05062489678417677,-0.047209627148153514,-0.04101427768424041,-0.03563458238841044,-0.028192721188635025,-0.022279994632213158,-0.018174818049691174,-0.010407816513489931
