Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25,Q_dch_interp_27,Q_dch_interp_31
-0.4118003027883847,-0.42828646110728374,-0.42017861039017407,-0.4116929143202513,-0.3927518767933303,-0.38130490174779846,-0.3674542032421577,-0.3420771055088246,-0.32122280132259956,-0.2982626547828711,-0.27588691772325424,-0.26171580085648816,-0.244234522442153,-0.23123738237769367,-0.15379734908201595
-0.347857565622171,-0.3641766371909058,-0.35721283307332036,-0.34834621440194946,-0.33153441175412485,-0.3208288183456681,-0.3078279122510629,-0.28513324242213123,-0.2655776096340769,-0.24578970038978196,-0.22734148146782535,-0.21477449072006413,-0.19907667307994426,-0.18851265393279615,-0.12013932314797894
-0.28902156045524224,-0.30473087691179945,-0.29788293664420074,-0.29151997361959187,-0.27447331270009834,-0.2650152710424702,-0.2536190681007991,-0.2324395473960247,-0.21653020818022958,-0.19932745143395703,-0.1837206021010071,-0.172747308047143,-0.15978936536446905,-0.1505168386805092,-0.09402447762440311
-0.23520381671772067,-0.2487573148290128,-0.24339647831795846,-0.23671562695626094,-0.222994753831193,-0.2136751202031931,-0.20457208654673512,-0.1863692821547488,-0.17347893312531,-0.15899462773482878,-0.14639381644656763,-0.1375030824128059,-0.12723257806165436,-0.11973797640786173,-0.07421024370799945
-0.1890908575410337,-0.20118413716637545,-0.19577071359227619,-0.19145222314538043,-0.1789334537296306,-0.17251888624926254,-0.1636948078776103,-0.14826746828507742,-0.13794536920078468,-0.12650436185991143,-0.11665290400367732,-0.10953857997785425,-0.10107657308700241,-0.09545127336209898,-0.05895725683198099
-0.15251437648850785,-0.16203034161959481,-0.15797375614837525,-0.15415746643785233,-0.14408694697395136,-0.13819565841923026,-0.13117585636142395,-0.11857139442623078,-0.1104105017577608,-0.10129352493460185,-0.09330365377606319,-0.08744869375376339,-0.0803954690867763,-0.07608492896489666,-0.0466060314710964
-0.12384075706715367,-0.13154009963156346,-0.12846518637048837,-0.12452990488558964,-0.11674939955693296,-0.11145178348249482,-0.10584804633390962,-0.09565898673003932,-0.08902033729338205,-0.08147227198941848,-0.07469327245894447,-0.06974720369620674,-0.06422462325999981,-0.06043912417378729,-0.036387591099429406
-0.1011808698595139,-0.10738858580853813,-0.10469886200776299,-0.10130221606935395,-0.09507282054708988,-0.09060319783048137,-0.08588135013871434,-0.07744463338484026,-0.07179796788001797,-0.06537774505761901,-0.059639575310444816,-0.05552233702999874,-0.05149776668121049,-0.047905721516452476,-0.02808989921306881
-0.08312869669043509,-0.08800971464060951,-0.08538990115624753,-0.0827139670357678,-0.0774626704112426,-0.07367964318620984,-0.06953715881337108,-0.06237251057685143,-0.05762473099512439,-0.05228391465967734,-0.04755306331410483,-0.044187082549786726,-0.041128071266811624,-0.03792928808517046,-0.021509442762719846
-0.06833260511023437,-0.07191247314272756,-0.06934383838932989,-0.06721132183972599,-0.06272485650645301,-0.0594932968672707,-0.05597223438642996,-0.049925353637808964,-0.04604051017476573,-0.04169443009289063,-0.037882025667401835,-0.035158110240759356,-0.032214020300039975,-0.02995439097221895,-0.016442708699087392
-0.05565226579552472,-0.05829120184954488,-0.05593674892797282,-0.05419067038199146,-0.050424593768344635,-0.04766637277243208,-0.04478528302593216,-0.03970657706939089,-0.03660200630198407,-0.03311294065455478,-0.030074751567811885,-0.027852090088104197,-0.024640923758469747,-0.023425597269874632,-0.012686183972875648
